,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
200877,2008,8,15,5,1911.0,1905,2049.0,2049,DL,1665,N920DE,98.0,104.0,72.0,0.0,6.0,ATL,RSW,515,5.0,21.0,0,N,0,,,,,
123188,2008,2,11,1,2153.0,1930,2247.0,2026,MQ,3257,N329AE,54.0,56.0,34.0,141.0,143.0,DFW,GGG,140,7.0,13.0,0,N,0,138.0,0.0,0.0,0.0,3.0
178433,2008,2,8,5,913.0,900,1104.0,1023,NW,794,N770NC,111.0,83.0,75.0,41.0,13.0,MKE,MSP,297,6.0,30.0,0,N,0,0.0,0.0,28.0,0.0,13.0
73256,2008,2,18,1,1815.0,1714,1934.0,1826,NW,1004,N8923E,79.0,72.0,44.0,68.0,61.0,IND,DTW,231,11.0,24.0,0,N,0,61.0,0.0,7.0,0.0,0.0
156416,2008,7,7,1,1008.0,943,1012.0,938,OO,2713,N984CA,64.0,55.0,49.0,34.0,25.0,FNT,MKE,211,5.0,10.0,0,N,0,0.0,0.0,9.0,0.0,25.0
118472,2008,3,15,6,2246.0,2120,4.0,2239,DL,1291,N636DL,78.0,79.0,47.0,85.0,86.0,ATL,RDU,356,6.0,25.0,0,N,0,0.0,85.0,0.0,0.0,0.0
102910,2008,6,19,4,1254.0,1247,1823.0,1816,UA,1630,N452UA,209.0,209.0,182.0,7.0,7.0,PHX,ORD,1440,8.0,19.0,0,N,0,,,,,
157138,2008,12,23,2,935.0,820,1106.0,948,OH,6922,N595SW,91.0,88.0,65.0,78.0,75.0,BWI,BOS,370,7.0,19.0,0,N,0,75.0,0.0,3.0,0.0,0.0
34350,2008,12,28,7,1452.0,1415,1638.0,1610,OO,4503,N804SK,166.0,175.0,150.0,28.0,37.0,MSP,SLC,991,6.0,10.0,0,N,0,28.0,0.0,0.0,0.0,0.0
148368,2008,8,23,6,1733.0,1725,1849.0,1854,UA,312,N365UA,76.0,89.0,56.0,-5.0,8.0,IAD,BDL,326,3.0,17.0,0,N,0,,,,,
1725,2008,7,9,3,1834.0,1825,1950.0,1952,CO,681,N78506,256.0,267.0,236.0,-2.0,9.0,CLE,LAS,1825,10.0,10.0,0,N,0,,,,,
23478,2008,2,18,1,1224.0,1215,1333.0,1330,WN,1743,N267WN,69.0,75.0,56.0,3.0,9.0,MDW,BNA,395,7.0,6.0,0,N,0,,,,,
52034,2008,10,16,4,1333.0,1325,1502.0,1459,MQ,4453,N628MQ,149.0,154.0,130.0,3.0,8.0,BDL,ORD,783,8.0,11.0,0,N,0,,,,,
40563,2008,1,23,3,1949.0,1940,2222.0,2214,AS,524,N565AS,153.0,154.0,135.0,8.0,9.0,SEA,LAX,954,5.0,13.0,0,N,0,,,,,
180459,2008,2,17,7,1131.0,1056,1258.0,1214,UA,282,N351UA,87.0,78.0,54.0,44.0,35.0,BUR,SFO,326,10.0,23.0,0,N,0,0.0,0.0,44.0,0.0,0.0
198209,2008,3,8,6,1926.0,1709,2041.0,1831,FL,114,N966AT,135.0,142.0,119.0,130.0,137.0,ATL,DFW,732,6.0,10.0,0,N,0,0.0,0.0,0.0,0.0,130.0
143218,2008,7,14,1,1244.0,1225,1444.0,1435,MQ,3933,N909AE,60.0,70.0,43.0,9.0,19.0,ORD,CVG,264,9.0,8.0,0,N,0,,,,,
160015,2008,3,19,3,2029.0,1945,2041.0,2017,9E,2029,91479E,72.0,92.0,57.0,24.0,44.0,ATL,MEM,332,3.0,12.0,0,N,0,0.0,0.0,24.0,0.0,0.0
119874,2008,2,27,3,1416.0,1348,1953.0,1919,NW,1607,N319US,277.0,271.0,258.0,34.0,28.0,DTW,SJU,1929,3.0,16.0,0,N,0,28.0,0.0,6.0,0.0,0.0
61871,2008,11,16,7,2121.0,2106,2307.0,2310,NW,696,N371NB,106.0,124.0,73.0,-3.0,15.0,DTW,JFK,508,11.0,22.0,0,N,0,,,,,
169930,2008,6,27,5,1612.0,1540,1750.0,1712,US,471,N822AW,98.0,92.0,73.0,38.0,32.0,SFO,LAS,414,13.0,12.0,0,N,0,0.0,0.0,6.0,0.0,32.0
6353,2008,4,15,2,2106.0,2059,2234.0,2231,FL,493,N893AT,88.0,92.0,76.0,3.0,7.0,BWI,PWM,452,4.0,8.0,0,N,0,,,,,
28051,2008,12,16,2,1904.0,1740,2241.0,2055,AA,352,N4XGAA,157.0,135.0,124.0,106.0,84.0,ORD,LGA,733,5.0,28.0,0,N,0,0.0,28.0,22.0,0.0,56.0
194249,2008,4,10,4,1017.0,940,1141.0,1115,WN,1322,N383SW,84.0,95.0,66.0,26.0,37.0,SEA,RNO,564,5.0,13.0,0,N,0,0.0,0.0,0.0,0.0,26.0
6649,2008,1,11,5,1155.0,1130,1327.0,1245,WN,144,N751SW,92.0,75.0,78.0,42.0,25.0,RDU,PHL,336,5.0,9.0,0,N,0,0.0,0.0,42.0,0.0,0.0
108168,2008,3,28,5,916.0,755,1311.0,1125,UA,163,N543UA,415.0,390.0,391.0,106.0,81.0,BOS,LAX,2611,5.0,19.0,0,N,0,81.0,0.0,25.0,0.0,0.0
151188,2008,3,18,2,2012.0,2000,2132.0,2127,DL,1279,N131DN,260.0,267.0,238.0,5.0,12.0,ATL,LAS,1747,8.0,14.0,0,N,0,,,,,
78126,2008,6,16,1,951.0,927,1048.0,1031,OO,5875,N929SW,57.0,64.0,37.0,17.0,24.0,CID,ORD,196,9.0,11.0,0,N,0,0.0,0.0,0.0,0.0,17.0
194797,2008,10,27,1,735.0,725,1141.0,1135,WN,1806,N305SW,126.0,130.0,109.0,6.0,10.0,PHX,OKC,833,4.0,13.0,0,N,0,,,,,
60447,2008,3,13,4,828.0,600,928.0,724,YV,7064,N444YV,60.0,84.0,48.0,124.0,148.0,GJT,DEN,212,4.0,8.0,0,N,0,124.0,0.0,0.0,0.0,0.0
51668,2008,12,28,7,1433.0,1358,1539.0,1519,9E,2528,83909E,66.0,81.0,41.0,20.0,35.0,DTW,SCE,300,8.0,17.0,0,N,0,20.0,0.0,0.0,0.0,0.0
60296,2008,6,30,1,1912.0,1905,30.0,20,UA,1218,N577UA,198.0,195.0,172.0,10.0,7.0,DEN,IAD,1452,9.0,17.0,0,N,0,,,,,
159815,2008,5,18,7,1651.0,1600,1921.0,1825,AA,1344,N558AA,150.0,145.0,119.0,56.0,51.0,DFW,MSP,852,13.0,18.0,0,N,0,29.0,0.0,5.0,0.0,22.0
134167,2008,3,6,4,2228.0,2145,2333.0,2325,UA,815,N922UA,125.0,160.0,110.0,8.0,43.0,DEN,LAX,862,4.0,11.0,0,N,0,,,,,
194556,2008,5,9,5,2002.0,1955,2054.0,2045,WN,388,N686SW,112.0,110.0,96.0,9.0,7.0,DAL,ABQ,580,3.0,13.0,0,N,0,,,,,
197574,2008,10,23,4,929.0,841,1052.0,1002,OO,6467,N927SW,83.0,81.0,61.0,50.0,48.0,LAX,SMF,373,4.0,18.0,0,N,0,48.0,0.0,2.0,0.0,0.0
99187,2008,4,14,1,1905.0,1555,2138.0,1850,AA,133,N324AA,333.0,355.0,300.0,168.0,190.0,JFK,LAX,2475,10.0,23.0,0,N,0,168.0,0.0,0.0,0.0,0.0
129109,2008,11,9,7,1637.0,1630,1904.0,1920,AA,1835,N4YDAA,267.0,290.0,248.0,-16.0,7.0,ORD,SFO,1846,4.0,15.0,0,N,0,,,,,
31639,2008,10,17,5,1553.0,1425,1842.0,1715,AA,1622,N472AA,109.0,110.0,94.0,87.0,88.0,ORD,RDU,647,4.0,11.0,0,N,0,87.0,0.0,0.0,0.0,0.0
202482,2008,7,17,4,1938.0,1920,2213.0,2214,CO,468,N75858,335.0,354.0,281.0,-1.0,18.0,EWR,LAS,2227,11.0,43.0,0,N,0,,,,,
90402,2008,7,19,6,919.0,810,1042.0,940,MQ,4042,N845AE,83.0,90.0,70.0,62.0,69.0,SGF,ORD,438,5.0,8.0,0,N,0,0.0,62.0,0.0,0.0,0.0
68809,2008,5,16,5,2143.0,2105,2245.0,2200,WN,3850,N259WN,62.0,55.0,41.0,45.0,38.0,DAL,TUL,237,3.0,18.0,0,N,0,2.0,0.0,7.0,0.0,36.0
92136,2008,3,5,3,1912.0,1650,2034.0,1819,XE,2266,N11565,82.0,89.0,50.0,135.0,142.0,BUF,EWR,282,14.0,18.0,0,N,0,0.0,0.0,135.0,0.0,0.0
199474,2008,4,13,7,1013.0,1005,1157.0,1135,XE,2323,N13958,104.0,90.0,87.0,22.0,8.0,ALB,CLE,424,6.0,11.0,0,N,0,0.0,0.0,14.0,8.0,0.0
82027,2008,12,6,6,756.0,720,1213.0,1129,XE,2557,N12145,197.0,189.0,160.0,44.0,36.0,OKC,EWR,1325,25.0,12.0,0,N,0,36.0,0.0,8.0,0.0,0.0
75067,2008,11,16,7,749.0,738,835.0,833,OO,5405,N576SW,46.0,55.0,30.0,2.0,11.0,SAN,LAX,109,6.0,10.0,0,N,0,,,,,
11493,2008,1,15,2,2350.0,1630,2341.0,1635,MQ,4194,N615AE,51.0,65.0,38.0,426.0,440.0,GRR,ORD,137,8.0,5.0,0,N,0,426.0,0.0,0.0,0.0,0.0
110606,2008,12,25,4,846.0,805,1044.0,910,OO,4463,N460SW,118.0,65.0,40.0,94.0,41.0,IDA,SLC,188,7.0,71.0,0,N,0,0.0,41.0,53.0,0.0,0.0
23011,2008,4,1,2,1703.0,1651,1925.0,1929,US,456,N824AW,82.0,98.0,68.0,-4.0,12.0,PHX,SLC,507,5.0,9.0,0,N,0,,,,,
111231,2008,6,16,1,1512.0,1405,1733.0,1640,WN,1821,N775SW,141.0,155.0,130.0,53.0,67.0,TPA,PHL,920,4.0,7.0,0,N,0,0.0,53.0,0.0,0.0,0.0
32550,2008,11,26,3,1415.0,1405,1506.0,1505,WN,1593,N633SW,111.0,120.0,102.0,1.0,10.0,HOU,ELP,677,2.0,7.0,0,N,0,,,,,
85400,2008,11,25,2,1353.0,1320,1643.0,1615,WN,904,N256WN,230.0,235.0,215.0,28.0,33.0,MDW,PHX,1444,5.0,10.0,0,N,0,0.0,0.0,0.0,0.0,28.0
156554,2008,8,11,1,1539.0,1530,1840.0,1840,XE,221,N11191,121.0,130.0,102.0,0.0,9.0,SMF,ABQ,866,7.0,12.0,0,N,0,,,,,
20615,2008,7,16,3,2242.0,2225,2326.0,2315,AA,443,N3ALAA,104.0,110.0,90.0,11.0,17.0,MIA,MSY,674,3.0,11.0,0,N,0,,,,,
142620,2008,4,1,2,1902.0,1806,2020.0,1930,OO,5859,N710SK,138.0,144.0,123.0,50.0,56.0,SAV,ORD,773,6.0,9.0,0,N,0,0.0,0.0,50.0,0.0,0.0
191200,2008,4,15,2,1146.0,1140,1433.0,1432,DL,1449,N967DL,167.0,172.0,146.0,1.0,6.0,PBI,BDL,1133,7.0,14.0,0,N,0,,,,,
10269,2008,7,27,7,1648.0,1615,2022.0,1940,WN,1782,N216WR,154.0,145.0,115.0,42.0,33.0,LIT,BWI,912,13.0,26.0,0,N,0,3.0,0.0,9.0,0.0,30.0
110074,2008,6,18,3,738.0,710,1112.0,1025,UA,837,N518UA,394.0,375.0,357.0,47.0,28.0,JFK,SFO,2586,12.0,25.0,0,N,0,0.0,28.0,19.0,0.0,0.0
195954,2008,7,11,5,2004.0,1925,2045.0,2011,OO,5452,N229SW,41.0,46.0,27.0,34.0,39.0,SFO,MRY,77,3.0,11.0,0,N,0,34.0,0.0,0.0,0.0,0.0
66630,2008,1,30,3,748.0,620,932.0,752,UA,1476,N445UA,104.0,92.0,68.0,100.0,88.0,SFO,LAS,414,9.0,27.0,0,N,0,0.0,0.0,12.0,0.0,88.0
133528,2008,7,3,4,2043.0,2025,2135.0,2123,OO,5796,N216SW,52.0,58.0,34.0,12.0,18.0,SFO,CIC,153,4.0,14.0,0,N,0,,,,,
88920,2008,1,29,2,1707.0,1540,1829.0,1659,OO,5480,N270YV,82.0,79.0,63.0,90.0,87.0,SFO,ACV,250,5.0,14.0,0,N,0,90.0,0.0,0.0,0.0,0.0
188358,2008,6,20,5,1009.0,955,1204.0,1154,US,365,N303AW,115.0,119.0,95.0,10.0,14.0,PHX,SMF,647,3.0,17.0,0,N,0,,,,,
127993,2008,8,22,5,1717.0,1705,1817.0,1810,WN,718,N390SW,60.0,65.0,46.0,7.0,12.0,DAL,LBB,293,4.0,10.0,0,N,0,,,,,
18328,2008,12,23,2,2026.0,1750,2254.0,2012,DL,1241,N915DN,148.0,142.0,104.0,162.0,156.0,LGA,CVG,585,7.0,37.0,0,N,0,156.0,0.0,6.0,0.0,0.0
187641,2008,6,16,1,2016.0,1550,2323.0,1805,XE,2166,N12136,187.0,135.0,92.0,318.0,266.0,EWR,LEX,588,7.0,88.0,0,N,0,0.0,0.0,175.0,0.0,143.0
145971,2008,6,8,7,2146.0,2105,37.0,1,B6,448,N274JB,171.0,176.0,156.0,36.0,41.0,TPA,BOS,1185,4.0,11.0,0,N,0,11.0,0.0,0.0,0.0,25.0
123107,2008,11,25,2,1217.0,1150,1445.0,1445,AA,1255,N4XBAA,208.0,235.0,179.0,0.0,27.0,PHL,DFW,1302,7.0,22.0,0,N,0,,,,,
36229,2008,1,2,3,738.0,730,901.0,855,AA,1887,N4WAAA,143.0,145.0,120.0,6.0,8.0,ATL,DFW,732,9.0,14.0,0,N,0,,,,,
81188,2008,2,23,6,1711.0,1635,1724.0,1650,WN,3665,N209WN,73.0,75.0,60.0,34.0,36.0,CMH,BNA,338,4.0,9.0,0,N,0,0.0,0.0,0.0,0.0,34.0
1577,2008,2,24,7,843.0,830,1102.0,1110,XE,97,N16561,139.0,160.0,124.0,-8.0,13.0,ONT,GEG,936,3.0,12.0,0,N,0,,,,,
15557,2008,2,22,5,1622.0,1415,1726.0,1520,XE,152,N14907,64.0,65.0,44.0,126.0,127.0,LGB,FAT,222,4.0,16.0,0,N,0,0.0,0.0,0.0,0.0,126.0
167955,2008,2,21,4,1937.0,1710,2127.0,1857,OO,5526,N565SW,110.0,107.0,91.0,150.0,147.0,SMF,LAX,373,9.0,10.0,0,N,0,0.0,0.0,0.0,0.0,150.0
19425,2008,1,18,5,842.0,736,1050.0,1000,UA,351,N816UA,308.0,324.0,284.0,50.0,66.0,ATL,SFO,2139,5.0,19.0,0,N,0,50.0,0.0,0.0,0.0,0.0
126552,2008,11,3,1,646.0,640,638.0,642,UA,495,N373UA,52.0,62.0,26.0,-4.0,6.0,GRR,ORD,137,18.0,8.0,0,N,0,,,,,
149572,2008,2,14,4,1243.0,1134,1535.0,1429,FL,680,N986AT,172.0,175.0,148.0,66.0,69.0,FLL,HPN,1098,3.0,21.0,0,N,0,0.0,0.0,0.0,0.0,66.0
17328,2008,9,21,7,1315.0,1155,1455.0,1342,EV,4206,N636AS,100.0,107.0,80.0,73.0,80.0,MYR,ATL,317,10.0,10.0,0,N,0,73.0,0.0,0.0,0.0,0.0
2751,2008,6,11,3,1624.0,1610,1832.0,1829,OO,6124,N767SK,68.0,79.0,46.0,3.0,14.0,ORD,DTW,235,8.0,14.0,0,N,0,,,,,
25977,2008,1,6,7,1257.0,1142,1421.0,1238,OO,3687,N232SW,84.0,56.0,55.0,103.0,75.0,TWF,SLC,175,9.0,20.0,0,N,0,0.0,103.0,0.0,0.0,0.0
52633,2008,11,19,3,1812.0,1730,1852.0,1818,UA,127,N427UA,100.0,108.0,87.0,34.0,42.0,BUF,ORD,473,3.0,10.0,0,N,0,0.0,0.0,0.0,0.0,34.0
42540,2008,7,8,2,1835.0,1710,2155.0,2035,WN,35,N769SW,140.0,145.0,126.0,80.0,85.0,HOU,FLL,957,3.0,11.0,0,N,0,0.0,0.0,0.0,0.0,80.0
73748,2008,12,16,2,1637.0,1525,1724.0,1610,WN,462,N506SW,107.0,105.0,88.0,74.0,72.0,DAL,ELP,562,3.0,16.0,0,N,0,16.0,0.0,2.0,0.0,56.0
131718,2008,8,5,2,1834.0,1820,2007.0,2000,WN,2068,N219WN,213.0,220.0,191.0,7.0,14.0,MDW,PHX,1444,10.0,12.0,0,N,0,,,,,
1876,2008,1,22,2,1325.0,1210,1514.0,1415,AA,2253,N5DWAA,169.0,185.0,157.0,59.0,75.0,ORD,JAC,1162,3.0,9.0,0,N,0,0.0,0.0,0.0,0.0,59.0
56470,2008,8,18,1,1917.0,1859,2046.0,2030,OO,6033,N751SK,149.0,151.0,116.0,16.0,18.0,IAH,DEN,861,15.0,18.0,0,N,0,0.0,0.0,0.0,0.0,16.0
6204,2008,5,24,6,2042.0,1950,2223.0,2145,MQ,4733,N721HS,101.0,115.0,64.0,38.0,52.0,JFK,RDU,426,4.0,33.0,0,N,0,29.0,0.0,0.0,0.0,9.0
200204,2008,3,9,7,1744.0,1540,1855.0,1702,EV,4220,N904EV,71.0,82.0,53.0,113.0,124.0,ATL,OAJ,399,2.0,16.0,0,N,0,113.0,0.0,0.0,0.0,0.0
4957,2008,5,22,4,2015.0,1926,2052.0,2007,NW,1677,N915RW,97.0,101.0,78.0,45.0,49.0,DTW,STL,440,9.0,10.0,0,N,0,5.0,0.0,0.0,0.0,40.0
103387,2008,2,1,5,852.0,845,1221.0,1215,MQ,3727,N684JW,149.0,150.0,126.0,6.0,7.0,DFW,GSO,999,4.0,19.0,0,N,0,,,,,
117191,2008,12,19,5,1608.0,1330,2006.0,1656,OO,4859,N439SW,178.0,146.0,140.0,190.0,158.0,SLC,MCI,919,6.0,32.0,0,N,0,158.0,0.0,32.0,0.0,0.0
178423,2008,7,12,6,1421.0,1402,1549.0,1538,NW,256,N512US,88.0,96.0,62.0,11.0,19.0,DTW,BWI,408,4.0,22.0,0,N,0,,,,,
116704,2008,6,1,7,902.0,730,1024.0,840,WN,1041,N421LV,82.0,70.0,54.0,104.0,92.0,HOU,JAN,359,19.0,9.0,0,N,0,92.0,0.0,12.0,0.0,0.0
55168,2008,4,26,6,2025.0,1830,2214.0,2020,MQ,4375,N611AE,49.0,50.0,33.0,114.0,115.0,ORD,GRR,137,4.0,12.0,0,N,0,1.0,0.0,0.0,0.0,113.0
178695,2008,1,8,2,1256.0,1240,1428.0,1420,AA,895,N420AA,152.0,160.0,133.0,8.0,16.0,ORD,DEN,888,9.0,10.0,0,N,0,,,,,
83220,2008,3,14,5,1239.0,1225,1741.0,1738,UA,718,N564UA,182.0,193.0,167.0,3.0,14.0,DEN,BWI,1491,3.0,12.0,0,N,0,,,,,
110885,2008,8,29,5,1726.0,1640,1856.0,1835,WN,597,N514SW,150.0,175.0,140.0,21.0,46.0,DEN,SEA,1024,4.0,6.0,0,N,0,0.0,0.0,0.0,0.0,21.0
173169,2008,1,31,4,1505.0,1307,2307.0,2140,UA,824,N584UA,302.0,333.0,286.0,87.0,118.0,SFO,BOS,2704,6.0,10.0,0,N,0,0.0,0.0,0.0,0.0,87.0
179047,2008,7,16,3,1812.0,1645,2110.0,1844,OH,5614,N807CA,178.0,119.0,122.0,146.0,87.0,CLT,JFK,541,11.0,45.0,0,N,0,0.0,0.0,146.0,0.0,0.0
71775,2008,3,14,5,1849.0,1820,2134.0,2021,DL,1668,N133DN,165.0,121.0,92.0,73.0,29.0,FLL,ATL,581,13.0,60.0,0,N,0,0.0,0.0,53.0,0.0,20.0
194633,2008,11,26,3,2130.0,2105,2227.0,2205,OO,7796,N217SW,57.0,60.0,45.0,22.0,25.0,SLC,SUN,223,3.0,9.0,0,N,0,22.0,0.0,0.0,0.0,0.0
70008,2008,9,28,7,1932.0,1905,2206.0,2135,AA,1261,N3CGAA,154.0,150.0,133.0,31.0,27.0,DCA,MIA,920,6.0,15.0,0,N,0,0.0,27.0,4.0,0.0,0.0
135270,2008,2,12,2,1901.0,1831,2042.0,2014,FL,68,N993AT,101.0,103.0,76.0,28.0,30.0,ATL,IAD,533,12.0,13.0,0,N,0,0.0,0.0,0.0,0.0,28.0
111858,2008,9,26,5,1810.0,1745,1915.0,1905,DL,1696,N946DL,65.0,80.0,42.0,10.0,25.0,CLT,ATL,227,10.0,13.0,0,N,0,,,,,
165015,2008,3,31,1,1217.0,1200,1921.0,1848,US,1544,N161UW,244.0,228.0,220.0,33.0,17.0,PHX,CLT,1774,5.0,19.0,0,N,0,1.0,0.0,16.0,0.0,16.0
22238,2008,7,16,3,1625.0,1617,1803.0,1752,DL,1652,N954DL,98.0,95.0,73.0,11.0,8.0,MLB,ATL,443,15.0,10.0,0,N,0,,,,,
171439,2008,12,1,1,949.0,900,1148.0,1117,NW,537,N551NW,119.0,137.0,80.0,31.0,49.0,LGA,DTW,501,9.0,30.0,0,N,0,3.0,0.0,0.0,0.0,28.0
35600,2008,8,17,7,2017.0,1859,2215.0,2109,AA,343,N4UCAA,178.0,190.0,158.0,66.0,78.0,DCA,DFW,1192,6.0,14.0,0,N,0,0.0,0.0,0.0,0.0,66.0
16952,2008,11,27,4,909.0,815,1118.0,1025,WN,688,N452WN,69.0,70.0,55.0,53.0,54.0,LAS,PHX,256,4.0,10.0,0,N,0,0.0,53.0,0.0,0.0,0.0
160854,2008,1,31,4,2130.0,2110,5.0,10,AA,1382,N5FFAA,155.0,180.0,133.0,-5.0,20.0,MIA,EWR,1086,8.0,14.0,0,N,0,,,,,
162431,2008,4,5,6,1650.0,1625,1745.0,1715,WN,2886,N367SW,55.0,50.0,38.0,30.0,25.0,HOU,SAT,192,3.0,14.0,0,N,0,0.0,0.0,5.0,0.0,25.0
193700,2008,6,5,4,1901.0,1855,2027.0,2025,WN,3599,N525SW,146.0,150.0,133.0,2.0,6.0,HOU,DEN,883,6.0,7.0,0,N,0,,,,,
88011,2008,7,3,4,2101.0,2049,2221.0,2213,CO,299,N37277,140.0,144.0,119.0,8.0,12.0,IAH,DEN,861,9.0,12.0,0,N,0,,,,,
15796,2008,3,28,5,1702.0,1625,1825.0,1749,XE,7761,N16183,83.0,84.0,59.0,36.0,37.0,LAX,PHX,370,7.0,17.0,0,N,0,0.0,0.0,0.0,0.0,36.0
34102,2008,8,18,1,2023.0,2009,2314.0,2304,UA,338,N409UA,111.0,115.0,89.0,10.0,14.0,DEN,DFW,641,8.0,14.0,0,N,0,,,,,
190794,2008,1,28,1,1511.0,1455,2213.0,2230,US,1829,N917UW,242.0,275.0,220.0,-17.0,16.0,LAS,PHL,2176,3.0,19.0,0,N,0,,,,,
172462,2008,3,24,1,1259.0,1240,1533.0,1525,WN,3483,N342SW,94.0,105.0,79.0,8.0,19.0,OAK,SLC,588,5.0,10.0,0,N,0,,,,,
113190,2008,6,26,4,42.0,2225,203.0,2359,UA,1468,N486UA,81.0,94.0,57.0,124.0,137.0,SFO,LAS,414,4.0,20.0,0,N,0,0.0,0.0,0.0,0.0,124.0
156437,2008,11,9,7,1940.0,1905,2049.0,2015,WN,1880,N349SW,249.0,250.0,234.0,34.0,35.0,IND,LAS,1591,7.0,8.0,0,N,0,0.0,0.0,34.0,0.0,0.0
26757,2008,7,26,6,1008.0,932,1110.0,1038,CO,422,N57857,62.0,66.0,47.0,32.0,36.0,MSY,IAH,305,6.0,9.0,0,N,0,0.0,0.0,0.0,0.0,32.0
112886,2008,12,25,4,2216.0,2100,731.0,600,DL,1196,N757AT,375.0,360.0,355.0,91.0,76.0,OGG,SLC,2936,11.0,9.0,0,N,0,76.0,0.0,15.0,0.0,0.0
16259,2008,8,13,3,1347.0,1330,1602.0,1545,AA,1763,N5FEAA,195.0,195.0,161.0,17.0,17.0,MIA,ORD,1197,15.0,19.0,0,N,0,17.0,0.0,0.0,0.0,0.0
164629,2008,1,2,3,1828.0,1720,2004.0,1914,EV,4610,N823AS,96.0,114.0,73.0,50.0,68.0,ATL,PHF,508,2.0,21.0,0,N,0,50.0,0.0,0.0,0.0,0.0
68325,2008,1,16,3,827.0,805,1338.0,1330,AA,1096,N595AA,191.0,205.0,167.0,8.0,22.0,SMF,DFW,1431,11.0,13.0,0,N,0,,,,,
190729,2008,12,22,1,1021.0,948,1120.0,1055,DL,1055,N905DE,59.0,67.0,34.0,25.0,33.0,ATL,SAV,215,4.0,21.0,0,N,0,25.0,0.0,0.0,0.0,0.0
164902,2008,4,4,5,615.0,600,551.0,546,YV,7271,N522LR,36.0,46.0,21.0,5.0,15.0,SBN,ORD,84,6.0,9.0,0,N,0,,,,,
67596,2008,1,17,4,2111.0,1625,2220.0,1723,YV,7155,N27185,69.0,58.0,35.0,297.0,286.0,ORD,SPI,174,5.0,29.0,0,N,0,0.0,0.0,0.0,0.0,297.0
138698,2008,3,7,5,1451.0,1425,1540.0,1544,US,923,N533AU,109.0,139.0,90.0,-4.0,26.0,CLT,ORD,599,9.0,10.0,0,N,0,,,,,
66515,2008,8,17,7,1545.0,1335,1928.0,1725,AA,2224,N557AA,163.0,170.0,140.0,123.0,130.0,DFW,PBI,1103,5.0,18.0,0,N,0,54.0,0.0,0.0,0.0,69.0
157962,2008,9,16,2,1313.0,1258,1435.0,1428,DL,1686,N991DL,82.0,90.0,62.0,7.0,15.0,ATL,IND,432,10.0,10.0,0,N,0,,,,,
106378,2008,12,7,7,1300.0,1210,1555.0,1527,CO,619,N37419,175.0,197.0,140.0,28.0,50.0,TPA,EWR,998,4.0,31.0,0,N,0,0.0,0.0,28.0,0.0,0.0
24199,2008,3,22,6,1521.0,1446,1604.0,1533,OO,6620,N713SK,43.0,47.0,26.0,31.0,35.0,DEN,ASE,125,3.0,14.0,0,N,0,0.0,0.0,0.0,0.0,31.0
81878,2008,9,22,1,1310.0,1300,1436.0,1425,WN,1073,N352SW,86.0,85.0,70.0,11.0,10.0,SAN,OAK,446,4.0,12.0,0,N,0,,,,,
11078,2008,8,26,2,1200.0,1128,1242.0,1214,OO,5923,N913SW,42.0,46.0,20.0,28.0,32.0,COS,DEN,72,7.0,15.0,0,N,0,28.0,0.0,0.0,0.0,0.0
65671,2008,1,22,2,1050.0,1020,1322.0,1259,OO,2912,N498CA,92.0,99.0,72.0,23.0,30.0,COS,MCI,538,7.0,13.0,0,N,0,23.0,0.0,0.0,0.0,0.0
36183,2008,9,8,1,1759.0,1735,2032.0,2003,AS,29,N319AS,273.0,268.0,246.0,29.0,24.0,ORD,SEA,1721,3.0,24.0,0,N,0,0.0,0.0,5.0,0.0,24.0
32044,2008,12,13,6,1939.0,1920,2127.0,2115,WN,595,N313SW,168.0,175.0,152.0,12.0,19.0,MCO,MDW,989,6.0,10.0,0,N,0,,,,,
98499,2008,4,19,6,1119.0,1110,1235.0,1230,MQ,3561,N669MB,136.0,140.0,122.0,5.0,9.0,DFW,GJT,772,3.0,11.0,0,N,0,,,,,
74138,2008,12,31,3,1659.0,1540,1951.0,1831,OO,6360,N951SW,112.0,111.0,83.0,80.0,79.0,SFO,SLC,599,8.0,21.0,0,N,0,0.0,0.0,1.0,0.0,79.0
46231,2008,7,27,7,1050.0,1024,1030.0,1016,YV,7212,N650ML,40.0,52.0,23.0,14.0,26.0,SBN,ORD,84,6.0,11.0,0,N,0,,,,,
66922,2008,12,21,7,2037.0,1845,2220.0,2040,WN,511,N450WN,163.0,175.0,146.0,100.0,112.0,MCO,MDW,989,7.0,10.0,0,N,0,100.0,0.0,0.0,0.0,0.0
93805,2008,5,27,2,909.0,855,958.0,935,WN,1534,N912WN,109.0,100.0,86.0,23.0,14.0,DAL,ABQ,580,4.0,19.0,0,N,0,4.0,0.0,9.0,0.0,10.0
50061,2008,12,19,5,1142.0,1105,1247.0,1201,FL,26,N992AT,125.0,116.0,103.0,46.0,37.0,ATL,MDW,590,8.0,14.0,0,N,0,37.0,0.0,9.0,0.0,0.0
